float_id,date,longitude,latitude
36,2026-01-01T00:00:00,1.5,0.5
36,2026-01-31T00:00:00,1.5,0.5
37,2026-01-01T00:00:00,1.5,0.5
37,2026-01-31T00:00:00,1.5,0.5
38,2026-01-01T00:00:00,1.5,0.5
38,2026-01-31T00:00:00,1.5,0.5
39,2026-01-01T00:00:00,1.5,0.5
39,2026-01-31T00:00:00,2.5,0.5
40,2026-01-01T00:00:00,2.5,0.5
40,2026-01-31T00:00:00,2.5,0.5
41,2026-01-01T00:00:00,2.5,0.5
41,2026-01-31T00:00:00,2.5,0.5
42,2026-01-01T00:00:00,2.5,0.5
42,2026-01-31T00:00:00,2.5,0.5
43,2026-01-01T00:00:00,2.5,0.5
43,2026-01-31T00:00:00,2.5,0.5
44,2026-01-01T00:00:00,2.5,0.5
44,2026-01-31T00:00:00,2.5,0.5
45,2026-01-01T00:00:00,2.5,0.5
45,2026-01-31T00:00:00,2.5,0.5
46,2026-01-01T00:00:00,2.5,0.5
46,2026-01-31T00:00:00,2.5,0.5
47,2026-01-01T00:00:00,2.5,0.5
47,2026-01-31T00:00:00,2.5,0.5
48,2026-01-01T00:00:00,2.5,0.5
48,2026-01-31T00:00:00,2.5,0.5
49,2026-01-01T00:00:00,2.5,0.5
49,2026-01-31T00:00:00,2.5,0.5
50,2026-01-01T00:00:00,2.5,0.5
50,2026-01-31T00:00:00,2.5,0.5
51,2026-01-01T00:00:00,2.5,0.5
51,2026-01-31T00:00:00,2.5,0.5
52,2026-01-01T00:00:00,2.5,0.5
52,2026-01-31T00:00:00,2.5,0.5
53,2026-01-01T00:00:00,2.5,0.5
53,2026-01-31T00:00:00,2.5,0.5
54,2026-01-01T00:00:00,2.5,0.5
54,2026-01-31T00:00:00,2.5,0.5
55,2026-01-01T00:00:00,2.5,0.5
55,2026-01-31T00:00:00,2.5,0.5
56,2026-01-01T00:00:00,2.5,0.5
56,2026-01-31T00:00:00,2.5,0.5
57,2026-01-01T00:00:00,2.5,0.5
57,2026-01-31T00:00:00,2.5,0.5
58,2026-01-01T00:00:00,2.5,0.5
58,2026-01-31T00:00:00,2.5,0.5
59,2026-01-01T00:00:00,2.5,0.5
59,2026-01-31T00:00:00,3.5,0.5
60,2026-01-01T00:00:00,3.5,0.5
60,2026-01-31T00:00:00,3.5,0.5
61,2026-01-01T00:00:00,3.5,0.5
61,2026-01-31T00:00:00,3.5,0.5
62,2026-01-01T00:00:00,3.5,0.5
62,2026-01-31T00:00:00,3.5,0.5
63,2026-01-01T00:00:00,3.5,0.5
63,2026-01-31T00:00:00,3.5,0.5
64,2026-01-01T00:00:00,3.5,0.5
64,2026-01-31T00:00:00,3.5,0.5
65,2026-01-01T00:00:00,3.5,0.5
65,2026-01-31T00:00:00,3.5,0.5
66,2026-01-01T00:00:00,3.5,0.5
66,2026-01-31T00:00:00,3.5,0.5
67,2026-01-01T00:00:00,3.5,0.5
67,2026-01-31T00:00:00,3.5,0.5
68,2026-01-01T00:00:00,3.5,0.5
68,2026-01-31T00:00:00,3.5,0.5
69,2026-01-01T00:00:00,3.5,0.5
69,2026-01-31T00:00:00,3.5,0.5
70,2026-01-01T00:00:00,3.5,0.5
70,2026-01-31T00:00:00,3.5,0.5
71,2026-01-01T00:00:00,3.5,0.5
71,2026-01-31T00:00:00,3.5,0.5
72,2026-01-01T00:00:00,3.5,0.5
72,2026-01-31T00:00:00,3.5,0.5
73,2026-01-01T00:00:00,3.5,0.5
73,2026-01-31T00:00:00,3.5,0.5
74,2026-01-01T00:00:00,3.5,0.5
74,2026-01-31T00:00:00,3.5,0.5
75,2026-01-01T00:00:00,3.5,0.5
75,2026-01-31T00:00:00,3.5,0.5
76,2026-01-01T00:00:00,3.5,0.5
76,2026-01-31T00:00:00,3.5,0.5
77,2026-01-01T00:00:00,3.5,0.5
77,2026-01-31T00:00:00,3.5,0.5
78,2026-01-01T00:00:00,3.5,0.5
78,2026-01-31T00:00:00,3.5,0.5
79,2026-01-01T00:00:00,3.5,0.5
79,2026-01-31T00:00:00,4.5,0.5
80,2026-01-01T00:00:00,4.5,0.5
80,2026-01-31T00:00:00,4.5,0.5
81,2026-01-01T00:00:00,4.5,0.5
81,2026-01-31T00:00:00,4.5,0.5
82,2026-01-01T00:00:00,4.5,0.5
82,2026-01-31T00:00:00,4.5,0.5
83,2026-01-01T00:00:00,4.5,0.5
83,2026-01-31T00:00:00,4.5,0.5
84,2026-01-01T00:00:00,4.5,0.5
84,2026-01-31T00:00:00,4.5,0.5
85,2026-01-01T00:00:00,4.5,0.5
85,2026-01-31T00:00:00,4.5,0.5
86,2026-01-01T00:00:00,4.5,0.5
86,2026-01-31T00:00:00,4.5,0.5
87,2026-01-01T00:00:00,4.5,0.5
87,2026-01-31T00:00:00,4.5,0.5
88,2026-01-01T00:00:00,4.5,0.5
88,2026-01-31T00:00:00,4.5,0.5
89,2026-01-01T00:00:00,4.5,0.5
89,2026-01-31T00:00:00,4.5,0.5
90,2026-01-01T00:00:00,4.5,0.5
90,2026-01-31T00:00:00,4.5,0.5
91,2026-01-01T00:00:00,4.5,0.5
91,2026-01-31T00:00:00,4.5,0.5
92,2026-01-01T00:00:00,4.5,0.5
92,2026-01-31T00:00:00,4.5,0.5
93,2026-01-01T00:00:00,4.5,0.5
93,2026-01-31T00:00:00,4.5,0.5
94,2026-01-01T00:00:00,4.5,0.5
94,2026-01-31T00:00:00,4.5,0.5
95,2026-01-01T00:00:00,4.5,0.5
95,2026-01-31T00:00:00,4.5,0.5
96,2026-01-01T00:00:00,4.5,0.5
96,2026-01-31T00:00:00,4.5,0.5
97,2026-01-01T00:00:00,4.5,0.5
97,2026-01-31T00:00:00,4.5,0.5
98,2026-01-01T00:00:00,4.5,0.5
98,2026-01-31T00:00:00,4.5,0.5
99,2026-01-01T00:00:00,4.5,0.5
99,2026-01-31T00:00:00,5.5,0.5
100,2026-01-01T00:00:00,5.5,0.5
100,2026-01-31T00:00:00,5.5,0.5
101,2026-01-01T00:00:00,5.5,0.5
101,2026-01-31T00:00:00,5.5,0.5
102,2026-01-01T00:00:00,5.5,0.5
102,2026-01-31T00:00:00,5.5,0.5
103,2026-01-01T00:00:00,5.5,0.5
103,2026-01-31T00:00:00,5.5,0.5
104,2026-01-01T00:00:00,5.5,0.5
104,2026-01-31T00:00:00,5.5,0.5
105,2026-01-01T00:00:00,5.5,0.5
105,2026-01-31T00:00:00,5.5,0.5
106,2026-01-01T00:00:00,5.5,0.5
106,2026-01-31T00:00:00,5.5,0.5
107,2026-01-01T00:00:00,5.5,0.5
107,2026-01-31T00:00:00,5.5,0.5
108,2026-01-01T00:00:00,5.5,0.5
108,2026-01-31T00:00:00,5.5,0.5
109,2026-01-01T00:00:00,5.5,0.5
109,2026-01-31T00:00:00,5.5,0.5
110,2026-01-01T00:00:00,5.5,0.5
110,2026-01-31T00:00:00,5.5,0.5
111,2026-01-01T00:00:00,5.5,0.5
111,2026-01-31T00:00:00,5.5,0.5
112,2026-01-01T00:00:00,5.5,0.5
112,2026-01-31T00:00:00,5.5,0.5
113,2026-01-01T00:00:00,5.5,0.5
113,2026-01-31T00:00:00,5.5,0.5
114,2026-01-01T00:00:00,5.5,0.5
114,2026-01-31T00:00:00,5.5,0.5
115,2026-01-01T00:00:00,5.5,0.5
115,2026-01-31T00:00:00,5.5,0.5
116,2026-01-01T00:00:00,5.5,0.5
116,2026-01-31T00:00:00,5.5,0.5
117,2026-01-01T00:00:00,5.5,0.5
117,2026-01-31T00:00:00,5.5,0.5
118,2026-01-01T00:00:00,5.5,0.5
118,2026-01-31T00:00:00,5.5,0.5
119,2026-01-01T00:00:00,5.5,0.5
119,2026-01-31T00:00:00,6.5,0.5
120,2026-01-01T00:00:00,6.5,0.5
120,2026-01-31T00:00:00,6.5,0.5
121,2026-01-01T00:00:00,6.5,0.5
121,2026-01-31T00:00:00,6.5,0.5
122,2026-01-01T00:00:00,6.5,0.5
122,2026-01-31T00:00:00,6.5,0.5
123,2026-01-01T00:00:00,6.5,0.5
123,2026-01-31T00:00:00,6.5,0.5
124,2026-01-01T00:00:00,6.5,0.5
124,2026-01-31T00:00:00,6.5,0.5
125,2026-01-01T00:00:00,6.5,0.5
125,2026-01-31T00:00:00,6.5,0.5
126,2026-01-01T00:00:00,6.5,0.5
126,2026-01-31T00:00:00,6.5,0.5
127,2026-01-01T00:00:00,6.5,0.5
127,2026-01-31T00:00:00,6.5,0.5
128,2026-01-01T00:00:00,6.5,0.5
128,2026-01-31T00:00:00,6.5,0.5
129,2026-01-01T00:00:00,6.5,0.5
129,2026-01-31T00:00:00,6.5,0.5
130,2026-01-01T00:00:00,6.5,0.5
130,2026-01-31T00:00:00,6.5,0.5
131,2026-01-01T00:00:00,6.5,0.5
131,2026-01-31T00:00:00,6.5,0.5
132,2026-01-01T00:00:00,6.5,0.5
132,2026-01-31T00:00:00,6.5,0.5
133,2026-01-01T00:00:00,6.5,0.5
133,2026-01-31T00:00:00,6.5,0.5
134,2026-01-01T00:00:00,6.5,0.5
134,2026-01-31T00:00:00,6.5,0.5
135,2026-01-01T00:00:00,6.5,0.5
135,2026-01-31T00:00:00,6.5,0.5
136,2026-01-01T00:00:00,6.5,0.5
136,2026-01-31T00:00:00,6.5,0.5
137,2026-01-01T00:00:00,6.5,0.5
137,2026-01-31T00:00:00,6.5,0.5
138,2026-01-01T00:00:00,6.5,0.5
138,2026-01-31T00:00:00,6.5,0.5
139,2026-01-01T00:00:00,6.5,0.5
139,2026-01-31T00:00:00,7.5,0.5
140,2026-01-01T00:00:00,7.5,0.5
140,2026-01-31T00:00:00,7.5,0.5
141,2026-01-01T00:00:00,7.5,0.5
141,2026-01-31T00:00:00,7.5,0.5
142,2026-01-01T00:00:00,7.5,0.5
142,2026-01-31T00:00:00,7.5,0.5
143,2026-01-01T00:00:00,7.5,0.5
143,2026-01-31T00:00:00,7.5,0.5
144,2026-01-01T00:00:00,7.5,0.5
144,2026-01-31T00:00:00,7.5,0.5
145,2026-01-01T00:00:00,7.5,0.5
145,2026-01-31T00:00:00,7.5,0.5
146,2026-01-01T00:00:00,7.5,0.5
146,2026-01-31T00:00:00,7.5,0.5
147,2026-01-01T00:00:00,7.5,0.5
147,2026-01-31T00:00:00,7.5,0.5
148,2026-01-01T00:00:00,7.5,0.5
148,2026-01-31T00:00:00,7.5,0.5
149,2026-01-01T00:00:00,7.5,0.5
149,2026-01-31T00:00:00,7.5,0.5
150,2026-01-01T00:00:00,7.5,0.5
150,2026-01-31T00:00:00,7.5,0.5
151,2026-01-01T00:00:00,7.5,0.5
151,2026-01-31T00:00:00,7.5,0.5
152,2026-01-01T00:00:00,7.5,0.5
152,2026-01-31T00:00:00,7.5,0.5
153,2026-01-01T00:00:00,7.5,0.5
153,2026-01-31T00:00:00,7.5,0.5
154,2026-01-01T00:00:00,7.5,0.5
154,2026-01-31T00:00:00,7.5,0.5
155,2026-01-01T00:00:00,7.5,0.5
155,2026-01-31T00:00:00,7.5,0.5
156,2026-01-01T00:00:00,7.5,0.5
156,2026-01-31T00:00:00,7.5,0.5
157,2026-01-01T00:00:00,7.5,0.5
157,2026-01-31T00:00:00,7.5,0.5
158,2026-01-01T00:00:00,7.5,0.5
158,2026-01-31T00:00:00,7.5,0.5
159,2026-01-01T00:00:00,7.5,0.5
159,2026-01-31T00:00:00,8.5,0.5
160,2026-01-01T00:00:00,8.5,0.5
160,2026-01-31T00:00:00,8.5,0.5
161,2026-01-01T00:00:00,8.5,0.5
161,2026-01-31T00:00:00,8.5,0.5
162,2026-01-01T00:00:00,8.5,0.5
162,2026-01-31T00:00:00,8.5,0.5
163,2026-01-01T00:00:00,8.5,0.5
163,2026-01-31T00:00:00,8.5,0.5
164,2026-01-01T00:00:00,8.5,0.5
164,2026-01-31T00:00:00,8.5,0.5
165,2026-01-01T00:00:00,8.5,0.5
165,2026-01-31T00:00:00,8.5,0.5
166,2026-01-01T00:00:00,8.5,0.5
166,2026-01-31T00:00:00,8.5,0.5
167,2026-01-01T00:00:00,8.5,0.5
167,2026-01-31T00:00:00,8.5,0.5
168,2026-01-01T00:00:00,8.5,0.5
168,2026-01-31T00:00:00,8.5,0.5
169,2026-01-01T00:00:00,8.5,0.5
169,2026-01-31T00:00:00,8.5,0.5
170,2026-01-01T00:00:00,8.5,0.5
170,2026-01-31T00:00:00,8.5,0.5
171,2026-01-01T00:00:00,8.5,0.5
171,2026-01-31T00:00:00,8.5,0.5
172,2026-01-01T00:00:00,8.5,0.5
172,2026-01-31T00:00:00,8.5,0.5
173,2026-01-01T00:00:00,8.5,0.5
173,2026-01-31T00:00:00,8.5,0.5
174,2026-01-01T00:00:00,8.5,0.5
174,2026-01-31T00:00:00,8.5,0.5
175,2026-01-01T00:00:00,8.5,0.5
175,2026-01-31T00:00:00,8.5,0.5
176,2026-01-01T00:00:00,8.5,0.5
176,2026-01-31T00:00:00,8.5,0.5
177,2026-01-01T00:00:00,8.5,0.5
177,2026-01-31T00:00:00,8.5,0.5
178,2026-01-01T00:00:00,8.5,0.5
178,2026-01-31T00:00:00,8.5,0.5
179,2026-01-01T00:00:00,8.5,0.5
179,2026-01-31T00:00:00,9.5,0.5
180,2026-01-01T00:00:00,9.5,0.5
180,2026-01-31T00:00:00,9.5,0.5
181,2026-01-01T00:00:00,9.5,0.5
181,2026-01-31T00:00:00,9.5,0.5
182,2026-01-01T00:00:00,9.5,0.5
182,2026-01-31T00:00:00,9.5,0.5
183,2026-01-01T00:00:00,9.5,0.5
183,2026-01-31T00:00:00,9.5,0.5
184,2026-01-01T00:00:00,9.5,0.5
184,2026-01-31T00:00:00,9.5,0.5
185,2026-01-01T00:00:00,9.5,0.5
185,2026-01-31T00:00:00,9.5,0.5
186,2026-01-01T00:00:00,9.5,0.5
186,2026-01-31T00:00:00,9.5,0.5
187,2026-01-01T00:00:00,9.5,0.5
187,2026-01-31T00:00:00,9.5,0.5
188,2026-01-01T00:00:00,9.5,0.5
188,2026-01-31T00:00:00,9.5,0.5
189,2026-01-01T00:00:00,9.5,0.5
189,2026-01-31T00:00:00,9.5,0.5
190,2026-01-01T00:00:00,9.5,0.5
190,2026-01-31T00:00:00,9.5,0.5
191,2026-01-01T00:00:00,9.5,0.5
191,2026-01-31T00:00:00,9.5,0.5
192,2026-01-01T00:00:00,9.5,0.5
192,2026-01-31T00:00:00,9.5,0.5
193,2026-01-01T00:00:00,9.5,0.5
193,2026-01-31T00:00:00,9.5,0.5
194,2026-01-01T00:00:00,9.5,0.5
194,2026-01-31T00:00:00,9.5,0.5
195,2026-01-01T00:00:00,9.5,0.5
195,2026-01-31T00:00:00,9.5,0.5
196,2026-01-01T00:00:00,9.5,0.5
196,2026-01-31T00:00:00,9.5,0.5
197,2026-01-01T00:00:00,9.5,0.5
197,2026-01-31T00:00:00,9.5,0.5
198,2026-01-01T00:00:00,9.5,0.5
198,2026-01-31T00:00:00,9.5,0.5
199,2026-01-01T00:00:00,9.5,0.5
199,2026-01-31T00:00:00,10.5,0.5
200,2026-01-01T00:00:00,10.5,0.5
200,2026-01-31T00:00:00,10.5,0.5
201,2026-01-01T00:00:00,10.5,0.5
201,2026-01-31T00:00:00,10.5,0.5
202,2026-01-01T00:00:00,10.5,0.5
202,2026-01-31T00:00:00,10.5,0.5
203,2026-01-01T00:00:00,10.5,0.5
203,2026-01-31T00:00:00,10.5,0.5
204,2026-01-01T00:00:00,10.5,0.5
204,2026-01-31T00:00:00,10.5,0.5
205,2026-01-01T00:00:00,10.5,0.5
205,2026-01-31T00:00:00,10.5,0.5
206,2026-01-01T00:00:00,10.5,0.5
206,2026-01-31T00:00:00,10.5,0.5
207,2026-01-01T00:00:00,10.5,0.5
207,2026-01-31T00:00:00,10.5,0.5
208,2026-01-01T00:00:00,10.5,0.5
208,2026-01-31T00:00:00,10.5,0.5
209,2026-01-01T00:00:00,10.5,0.5
209,2026-01-31T00:00:00,10.5,0.5
210,2026-01-01T00:00:00,10.5,0.5
210,2026-01-31T00:00:00,10.5,0.5
211,2026-01-01T00:00:00,10.5,0.5
211,2026-01-31T00:00:00,10.5,0.5
212,2026-01-01T00:00:00,10.5,0.5
212,2026-01-31T00:00:00,10.5,0.5
213,2026-01-01T00:00:00,10.5,0.5
213,2026-01-31T00:00:00,10.5,0.5
214,2026-01-01T00:00:00,10.5,0.5
214,2026-01-31T00:00:00,10.5,0.5
215,2026-01-01T00:00:00,10.5,0.5
215,2026-01-31T00:00:00,10.5,0.5
216,2026-01-01T00:00:00,10.5,0.5
216,2026-01-31T00:00:00,10.5,0.5
217,2026-01-01T00:00:00,10.5,0.5
217,2026-01-31T00:00:00,10.5,0.5
218,2026-01-01T00:00:00,10.5,0.5
218,2026-01-31T00:00:00,10.5,0.5
219,2026-01-01T00:00:00,10.5,0.5
219,2026-01-31T00:00:00,9.5,0.5
220,2026-01-01T00:00:00,0.5,1.5
220,2026-01-31T00:00:00,0.5,1.5
221,2026-01-01T00:00:00,0.5,1.5
221,2026-01-31T00:00:00,0.5,1.5
222,2026-01-01T00:00:00,0.5,1.5
222,2026-01-31T00:00:00,0.5,1.5
223,2026-01-01T00:00:00,0.5,1.5
223,2026-01-31T00:00:00,0.5,1.5
224,2026-01-01T00:00:00,0.5,1.5
224,2026-01-31T00:00:00,0.5,1.5
225,2026-01-01T00:00:00,0.5,1.5
225,2026-01-31T00:00:00,0.5,1.5
226,2026-01-01T00:00:00,0.5,1.5
226,2026-01-31T00:00:00,0.5,1.5
227,2026-01-01T00:00:00,0.5,1.5
227,2026-01-31T00:00:00,0.5,1.5
228,2026-01-01T00:00:00,0.5,1.5
228,2026-01-31T00:00:00,0.5,1.5
229,2026-01-01T00:00:00,0.5,1.5
229,2026-01-31T00:00:00,0.5,1.5
230,2026-01-01T00:00:00,0.5,1.5
230,2026-01-31T00:00:00,0.5,1.5
231,2026-01-01T00:00:00,0.5,1.5
231,2026-01-31T00:00:00,0.5,1.5
232,2026-01-01T00:00:00,0.5,1.5
232,2026-01-31T00:00:00,0.5,1.5
233,2026-01-01T00:00:00,0.5,1.5
233,2026-01-31T00:00:00,0.5,1.5
234,2026-01-01T00:00:00,0.5,1.5
234,2026-01-31T00:00:00,0.5,1.5
235,2026-01-01T00:00:00,0.5,1.5
235,2026-01-31T00:00:00,0.5,1.5
236,2026-01-01T00:00:00,0.5,1.5
236,2026-01-31T00:00:00,0.5,1.5
237,2026-01-01T00:00:00,0.5,1.5
237,2026-01-31T00:00:00,0.5,1.5
238,2026-01-01T00:00:00,0.5,1.5
238,2026-01-31T00:00:00,1.5,1.5
239,2026-01-01T00:00:00,0.5,1.5
239,2026-01-31T00:00:00,1.5,1.5
240,2026-01-01T00:00:00,1.5,1.5
240,2026-01-31T00:00:00,1.5,1.5
241,2026-01-01T00:00:00,1.5,1.5
241,2026-01-31T00:00:00,1.5,1.5
242,2026-01-01T00:00:00,1.5,1.5
242,2026-01-31T00:00:00,1.5,1.5
243,2026-01-01T00:00:00,1.5,1.5
243,2026-01-31T00:00:00,1.5,1.5
244,2026-01-01T00:00:00,1.5,1.5
244,2026-01-31T00:00:00,1.5,1.5
245,2026-01-01T00:00:00,1.5,1.5
245,2026-01-31T00:00:00,1.5,1.5
246,2026-01-01T00:00:00,1.5,1.5
246,2026-01-31T00:00:00,1.5,1.5
247,2026-01-01T00:00:00,1.5,1.5
247,2026-01-31T00:00:00,1.5,1.5
248,2026-01-01T00:00:00,1.5,1.5
248,2026-01-31T00:00:00,1.5,1.5
249,2026-01-01T00:00:00,1.5,1.5
249,2026-01-31T00:00:00,1.5,1.5
250,2026-01-01T00:00:00,1.5,1.5
250,2026-01-31T00:00:00,1.5,1.5
251,2026-01-01T00:00:00,1.5,1.5
251,2026-01-31T00:00:00,1.5,1.5
252,2026-01-01T00:00:00,1.5,1.5
252,2026-01-31T00:00:00,1.5,1.5
253,2026-01-01T00:00:00,1.5,1.5
253,2026-01-31T00:00:00,1.5,1.5
254,2026-01-01T00:00:00,1.5,1.5
254,2026-01-31T00:00:00,1.5,1.5
255,2026-01-01T00:00:00,1.5,1.5
255,2026-01-31T00:00:00,1.5,1.5
256,2026-01-01T00:00:00,1.5,1.5
256,2026-01-31T00:00:00,1.5,1.5
257,2026-01-01T00:00:00,1.5,1.5
257,2026-01-31T00:00:00,1.5,1.5
258,2026-01-01T00:00:00,1.5,1.5
258,2026-01-31T00:00:00,2.5,1.5
259,2026-01-01T00:00:00,1.5,1.5
259,2026-01-31T00:00:00,2.5,1.5
260,2026-01-01T00:00:00,2.5,1.5
260,2026-01-31T00:00:00,2.5,1.5
261,2026-01-01T00:00:00,2.5,1.5
261,2026-01-31T00:00:00,2.5,1.5
262,2026-01-01T00:00:00,2.5,1.5
262,2026-01-31T00:00:00,2.5,1.5
263,2026-01-01T00:00:00,2.5,1.5
263,2026-01-31T00:00:00,2.5,1.5
264,2026-01-01T00:00:00,2.5,1.5
264,2026-01-31T00:00:00,2.5,1.5
265,2026-01-01T00:00:00,2.5,1.5
265,2026-01-31T00:00:00,2.5,1.5
266,2026-01-01T00:00:00,2.5,1.5
266,2026-01-31T00:00:00,2.5,1.5
267,2026-01-01T00:00:00,2.5,1.5
267,2026-01-31T00:00:00,2.5,1.5
268,2026-01-01T00:00:00,2.5,1.5
268,2026-01-31T00:00:00,2.5,1.5
269,2026-01-01T00:00:00,2.5,1.5
269,2026-01-31T00:00:00,2.5,1.5
270,2026-01-01T00:00:00,2.5,1.5
270,2026-01-31T00:00:00,2.5,1.5
271,2026-01-01T00:00:00,2.5,1.5
271,2026-01-31T00:00:00,2.5,1.5
272,2026-01-01T00:00:00,2.5,1.5
272,2026-01-31T00:00:00,2.5,1.5
273,2026-01-01T00:00:00,2.5,1.5
273,2026-01-31T00:00:00,2.5,1.5
274,2026-01-01T00:00:00,2.5,1.5
274,2026-01-31T00:00:00,2.5,1.5
275,2026-01-01T00:00:00,2.5,1.5
275,2026-01-31T00:00:00,2.5,1.5
276,2026-01-01T00:00:00,2.5,1.5
276,2026-01-31T00:00:00,2.5,1.5
277,2026-01-01T00:00:00,2.5,1.5
277,2026-01-31T00:00:00,2.5,1.5
278,2026-01-01T00:00:00,2.5,1.5
278,2026-01-31T00:00:00,3.5,1.5
279,2026-01-01T00:00:00,2.5,1.5
279,2026-01-31T00:00:00,3.5,1.5
280,2026-01-01T00:00:00,3.5,1.5
280,2026-01-31T00:00:00,3.5,1.5
281,2026-01-01T00:00:00,3.5,1.5
281,2026-01-31T00:00:00,3.5,1.5
282,2026-01-01T00:00:00,3.5,1.5
282,2026-01-31T00:00:00,3.5,1.5
283,2026-01-01T00:00:00,3.5,1.5
283,2026-01-31T00:00:00,3.5,1.5
284,2026-01-01T00:00:00,3.5,1.5
284,2026-01-31T00:00:00,3.5,1.5
285,2026-01-01T00:00:00,3.5,1.5
285,2026-01-31T00:00:00,3.5,1.5
286,2026-01-01T00:00:00,3.5,1.5
286,2026-01-31T00:00:00,3.5,1.5
287,2026-01-01T00:00:00,3.5,1.5
287,2026-01-31T00:00:00,3.5,1.5
288,2026-01-01T00:00:00,3.5,1.5
288,2026-01-31T00:00:00,3.5,1.5
289,2026-01-01T00:00:00,3.5,1.5
289,2026-01-31T00:00:00,3.5,1.5
290,2026-01-01T00:00:00,3.5,1.5
290,2026-01-31T00:00:00,3.5,1.5
291,2026-01-01T00:00:00,3.5,1.5
291,2026-01-31T00:00:00,3.5,1.5
292,2026-01-01T00:00:00,3.5,1.5
292,2026-01-31T00:00:00,3.5,1.5
293,2026-01-01T00:00:00,3.5,1.5
293,2026-01-31T00:00:00,3.5,1.5
294,2026-01-01T00:00:00,3.5,1.5
294,2026-01-31T00:00:00,3.5,1.5
295,2026-01-01T00:00:00,3.5,1.5
295,2026-01-31T00:00:00,3.5,1.5
296,2026-01-01T00:00:00,3.5,1.5
296,2026-01-31T00:00:00,3.5,1.5
297,2026-01-01T00:00:00,3.5,1.5
297,2026-01-31T00:00:00,3.5,1.5
298,2026-01-01T00:00:00,3.5,1.5
298,2026-01-31T00:00:00,4.5,1.5
299,2026-01-01T00:00:00,3.5,1.5
299,2026-01-31T00:00:00,4.5,1.5
300,2026-01-01T00:00:00,4.5,1.5
300,2026-01-31T00:00:00,4.5,1.5
301,2026-01-01T00:00:00,4.5,1.5
301,2026-01-31T00:00:00,4.5,1.5
302,2026-01-01T00:00:00,4.5,1.5
302,2026-01-31T00:00:00,4.5,1.5
303,2026-01-01T00:00:00,4.5,1.5
